nr;datum;Nederlands;Grieks;woordsoort;nota;thema
0965;2025-02-04;broek;(το) παντελόνι;znw.;;kleding, behoeftes
0966;2025-02-04, 2025-02-25;tas;(η) τσάντα - (οι) τσάντες;znw.;;kleding, behoeftes
0967;2025-02-04, 2025-02-25;hoed;(το) καπέλο;znw.;;kleding, behoeftes
;;;(το) γάντι;;;
;;;(το) ζευγάρι γάντια;;;
0968;2025-02-04, 2025-02-25;handschoenen;(τα) γάντια - (το) γάντι;znw.;;kleding, behoeftes
0969;2025-02-04;paar handschoenen;ένα ζευγάρι γάντια;znw. groep;;kleding, behoeftes
0970;2025-02-04;riem;(η) ζώνη;znw.;;kleding, behoeftes
0971;2025-02-04;paar sokken;ένα ζευγάρι κάλτσες;znw. groep;;kleding, behoeftes
0972;2025-02-04, 2025-02-25;T-shirt;(το) μπλουζάκι;znw.;;kleding, behoeftes
0973;2025-02-04;laars;(η) μπότα;znw.;;kleding, behoeftes
0974;2025-02-04;paar laarzen;ένα ζευγάρι μπότες;znw. groep;;kleding, behoeftes
0975;2025-02-04;hemd;(το) πουκάμισο;znw.;;kleding, behoeftes
0976;2025-02-04;schoen;(το) παπούτσι;znw.;;kleding, behoeftes
0977;2025-02-04;paar schoenen;ένα ζευγάρι παπούτσια;znw. groep;;kleding, behoeftes
0978;2025-02-04;kleine schoenen;(τα) παπουτιάκια;znw.;diminutief, mv.;kleding, behoeftes
0979;2025-02-04, 2025-02-25;jas， jack;(το) μπουφάν - (τα) μπουφάν;znw.;;kleding, behoeftes
0980;2025-02-04, 2025-02-25;rok;(η) φούστα;znw.;;kleding, behoeftes
0981;2025-02-04;jurk;(το) φόρεμα - (το) φουστάνι;znw.;;kleding, behoeftes
0982;2025-02-04;knop;(το) κουμπί;znw.;;kleding, behoeftes
0983;2025-02-11;Goh, zeg!;Βρε!;tsw.;informeel;
0984;2025-02-11, 2025-03-18;oefening;(η) άσκηση - (οι) ασκήσεις;znw.;;grammatica
0985;2025-02-11;eenpersoonskamer;(το) μονόκλινο;znw.;;wonen, routines
0986;2025-02-11;dubbele;(το) δίκλινο;znw.;;wonen, routines
;;;τρίκλινο;;;
0987;2025-02-11;verdieping;(ο) όροφος;znw.;;wonen, routines
0988;2025-02-11;koelkast;(το) ψυγείο;znw.;;wonen, routines
0989;2025-02-11, 2025-03-11;warmte， hitte;(η) ζέστη;znw.;;natuur
;;;(ο) αέρας;;;
;;;(ο) ήλιος;;;
;;;(η) συννεφιά;;;
0990;2025-02-11;heet;ζεστός -ή -ό;bnw.;;natuur
0991;2025-02-11;lift;(το) ασανσέρ;znw.;cfr Fr. ‘ascenseur’;reizen, routines
0992;2025-02-11;bed;(το) κρεβάτι;znw.;;dingen
0993;2025-02-11;badkamer;(το) μπάνιο;znw.;;dingen
;;;από τις 8 ως τις 10 / 8 με 10;;;
0994;2025-02-11;Maar jij bent jong!;Μα είστε νέα!;zin;;relaties, converseren
0995;2025-02-11;vijfde;πέμπτος -η -ο;bnw.;;hoeveelheden, meten
0996;2025-02-11;mens;(ο) άνθρωπος;znw.;;relaties, converseren
;;;(τα) κολοκυθάκια;;;
;;;(τα) καλαμάρια;;;
0997;2025-02-11, 2025-03-18;uitzicht;(η) θέα;znw.;;reizen, routines
0998;2025-02-11;Japan;η Ιαπωνία;plaatsnaam;;geografie, cultuur
0999;2025-02-11;Japanner;(ο) Γιαπωνέζος;znw.;;geografie, cultuur
1000;2025-02-11;Japanse (vrouw);(η) Γιαπωνέζα;znw.;;geografie, cultuur
1001;2025-02-11;Duitsland;η Γερμανία;plaatsnaam;;geografie, cultuur
1002;2025-02-11;Duitser;(ο) Γερμανός;znw.;;geografie, cultuur
1003;2025-02-11;Duitse (vrouw);(η) Γερμανίδα;znw.;;geografie, cultuur
1004;2025-02-11;Frankrijk;η Γαλλία;plaatsnaam;;geografie, cultuur
;;;(η) Αμερική;;;
1005;2025-02-11;Fransman;(ο) Γάλλος;znw.;;geografie, cultuur
1006;2025-02-11;Française;(η) Γαλλίδα;znw.;;geografie, cultuur
1007;2025-02-11;Italiaan;(ο) Ιταλός;znw.;;geografie, cultuur
1008;2025-02-11;Italiaanse (vrouw);(η) Ιταλίδα;znw.;;geografie, cultuur
1009;2025-02-11;Nederland;η Ολλανδία;plaatsnaam;;geografie, cultuur
1010;2025-02-11;Nederlander;(ο) Ολλανδός;znw.;;geografie, cultuur
1011;2025-02-11;Nederlandse (vrouw);(η) Ολλανδέζα;znw.;;geografie, cultuur
1012;2025-02-11;Engeland;η Αγγλία;plaatsnaam;;geografie, cultuur
1013;2025-02-11;Engelsman;(ο) Άγγλος;znw.;;geografie, cultuur
1014;2025-02-11;Engelse (vrouw);(η) Αγγλίδα;znw.;;geografie, cultuur
1015;2025-02-11;Spanje;η Ισπανία;plaatsnaam;;geografie, cultuur
1016;2025-02-11;Spanjaard;(ο) Ισπανός;znw.;;geografie, cultuur
1017;2025-02-11;Spaanse (vrouw);(η) Ισπανίδα;znw.;;geografie, cultuur
1018;2025-02-11;Belg;(ο) Βέλγος;znw.;;geografie, cultuur
1019;2025-02-11;Belgische (vrouw);(η) Βελγίδα;znw.;;geografie, cultuur
1020;2025-02-11;zondag;η Κυριακή;znw.;;kalender, meten
1021;2025-02-11;maandag;η Δευτέρα;znw.;;kalender, meten
1022;2025-02-11;dinsdag;η Τρίτη;znw.;;kalender, meten
1023;2025-02-11;woensdag;η Τετάρτη;znw.;;kalender, meten
1024;2025-02-11;donderdag;η Πέμπτη;znw.;;kalender, meten
1025;2025-02-11;vrijdag;η Παρασκευή;znw.;;kalender, meten
1026;2025-02-11;de zevende dag;η έβδομη μέρα;znw. groep;;kalender, meten
1027;2025-02-11, 2025-02-18;met ontbijt;με πρωινό;zin;;voedsel, dingen
1028;2025-02-11;met zicht op zee;με θέα στην θάλασσα;zin;;reizen, routines
1029;2025-02-11;zesde;έκτος -η -ο;bnw.;;hoeveelheden, meten
1030;2025-02-11;zevende;έβδομος -η -ο;bnw.;;hoeveelheden, meten
1031;2025-02-11;zeventig;εβδομήντα;telw.;;hoeveelheden, meten
;;;ογδόντα;;;
;;;ενενήντα;;;
;;;εκατό(ν);;;
1032;2025-02-11;medelijden;(ο) οίκτος;znw.;;emoties, behoeftes
1033;2025-02-11;douche;(το) ντους;znw.;;reizen, routines
1034;2025-02-11;juiste artikel;(το) σωστό άρθρο;znw. groep;;grammatica
1035;2025-02-11, 2025-02-18;nieuw;καινούργιος -α -ο;bnw.;;
1036;2025-02-11, 2025-03-11;lang;ψηλός -ή -ό;bnw.;;
1037;2025-02-11;rijk;πλούσιος -α -ο;bnw.;;
1038;2025-02-11;handwerk;χειροποίητος -η -ο;bnw.;;beroepen, maatschappij
1039;2025-02-11;dollar;(το) δολάριο;znw.;;hoeveelheden, meten
1040;2025-02-11;pond;(η) λίρα;znw.;;hoeveelheden, meten
1041;2025-02-11;Hoe lang nog?;Για πόσον καιρό;;zin;vraagzin;hoeveelheden, meten
1042;2025-02-11;Welke wilt u?;Ποιο θέλετε;;zin;vraagzin;converseren
1043;2025-02-11;Welke (kamer) kijkt uit op de zee?;Ποια βλέπει στην θάλασσα;;zin;vraagzin;reizen, routines
1044;2025-02-11;Op welke verdieping woont u?;Σε ποιον όροφο μένετε;;zin;vraagzin;reizen, routines
1045;2025-02-11;Welke kamer wilt u?;Τι δωμάτιο θέλετε;;zin;vraagzin;converseren
1046;2025-02-11, 2025-03-11;koud;κρύος -α -ο;bnw.;;natuur
1047;2025-02-11;grappig;αστείος -α -ο;bnw.;;emoties, behoeftes
1048;2025-02-11, 2025-02-18, 2025-05-06, 2025-03-11;oud;¹αρχαίος -α -ο ²παλιός -ά -ό;bnw.;;
1049;2025-02-11, 2025-03-11;kort;κοντός -ή -ό;bnw.;;
1050;2025-02-11;slim;έξυπνος -η -ο;bnw.;;beroepen, maatschappij
1051;2025-02-11;deze man;αυτός ο άνδρας;znw. groep;;grammatica
1052;2025-02-11;deze vrouw;αυτή η γυναίκα;znw. groep;;grammatica
;;;(τα) γλυκά;;;
1053;2025-02-11;dit boek;αυτό το βιβλίο;znw. groep;;grammatica
1054;2025-02-11;beminnen;αγαπάω, αγαπώ - αγαπάς, αγαπάει, αγαπάμε, αγαπάτε, αγαπάνε;ww.;;emoties, behoeftes
1055;2025-02-11;wie;ποιος -α -ο;vnw.;;converseren
1056;2025-02-11, 2025-03-11;niet meer， (niet) langer， al /reeds;πια;bijw.;in ontkenning;grammatica
1057;2025-02-11;welke;ποιο;vnw.;;converseren
1058;2025-02-11;spelen;παίζω;ww.;;beroepen, maatschappij
1059;2025-02-11;gitaar spelen;παίζω την κιθάρα;ww. groep;;muziek, cultuur
1060;2025-02-11;piano spelen;παίζω το πιάνο;ww. groep;;muziek, cultuur
1061;2025-02-11;dammen;παίζω το τάβλι;ww. groep;;tijd, meten
1062;2025-02-11;kaarten;παίζω χαρτιά;ww. groep;;tijd, meten
1063;2025-02-11;toneelspelen;παίζω θέατρο;ww. groep;;beroepen, maatschappij
1064;2025-02-11;complex;(το) συγκρότημα;znw.;;filosofie, cultuur
1065;2025-02-11;Waarom niet?;Γιατί όχι;;zin;vraagzin;converseren
1066;2025-02-11;meisje， vriendin， liefje;(η) κοπέλα;znw.;;relaties, converseren
;;;(η) τραγωδία;;;
;;;(το) δράμα;;;
;;;(το) όπερα;;;
1067;2025-02-11, 2025-03-11;’s ochtends;το πρωί;znw.;;kalender, meten
1068;2025-02-11, 2025-03-11;’s middags;(το) μεσημέρι;znw.;;kalender, meten
1069;2025-02-11, 2025-03-11;’s namiddaags;το απόγευμα;znw.;;kalender, meten
1070;2025-02-11, 2025-03-11;’s avonds;το βράδυ;znw.;;kalender, meten
1071;2025-02-11;Griekse les;(το) μάθημα ελληνικών;znw. groep;;beroepen, maatschappij
1072;2025-02-11;gelijkvloers， begane grond;(το) ισόγειο;znw.;;wonen, routines
1073;2025-02-11;appartement;(το) διαμέρισμα;znw.;;wonen, routines
;;;(ο) σκύλος;;;
;;;(το) μπισκότο;;;
;;;Το τηλέφωνό μου είναι …;;;
;;;(η) πόλη;;;
;;;Μαθαίνω ελληνικά.;;;
1074;2025-02-11;flatgebouw， appartementsgebouw;(η) πολυκατοικία;znw.;;wonen, routines
;;;στο ισόγειο;;;
;;;(το) θέατρο;;;
;;;(το) πιάνο;;;
1075;2025-02-11;in een huis wonen;μένω σε σπίτι;zin;;wonen, routines
1076;2025-02-11;Wie(n) wilt u (spreken)?;Ποιον θέλετε;;zin;vraagzin;converseren
1077;2025-02-11;Wat wilt u van hem?;Τι τον θέλετε;;zin;vraagzin;converseren
1078;2025-02-18;Prettig verblijf!;Καλή διαμονή!;uitdr.;;converseren, uitdrukkingen
1079;2025-02-18;Veel plezier!;Καλά να περάσετε!;uitdr.;;converseren, uitdrukkingen
1080;2025-02-18;zonder ontbijt;χωρίς πρωινό;zin;;voedsel, dingen
1081;2025-02-18;Welke kamer wilt u? Een tweepersoonskamer of een eenpersoonskamer?;Τι δωμάτιο θέλετε; Δίκλινο ή μονόκλινο;;zin;vraagzin;converseren
1082;2025-02-18, 2025-02-25;met de trein;με το τρένο;zin;;reizen, routines
1083;2025-02-18;binnenin;μέσα;bijw.;;
1084;2025-02-18;uit;έξω;bijw.;;
1085;2025-02-18;twee-drie;δύο-τρία;telw.;;hoeveelheden, meten
1086;2025-02-18;in de stad (Constantinopel);εις την Πόλη(ν);zin;etym. ‘Is-tan-bul’;geografie, cultuur
1087;2025-02-18;Roze staat je (goed)!;Σου πάει το ροζ!;uitdr.;;kleding, behoeftes
1088;2025-02-18;kruispunt;(η) διασταύρωση;znw.;;geografie, cultuur
1089;2025-02-18;kruis;(ο) σταύρος;znw.;;
1090;2025-02-18;kruiswoordpuzzel;(το) σταυρόλεξο;znw.;;beroepen, maatschappij
1091;2025-02-18;stoplicht， verkeerslicht;(το) φανάρι;znw.;;reizen, routines
;;;κανονίζω;;;
;;;Πόσο από το καθένα;;;;
;;;Πάρε!;;;
;;;Ωραία ιδέα!;;;
;;;Εδώ και δύο χρόνια.;;;
;;;Κανονίζουμε τίποτα;;;;
;;;Τι θα ήθελες;;;;
1092;2025-02-18;Is er een dokter (in de buurt)?;Υπάρχει κανένας γιατρός;;zin;vraagzin;converseren
1093;2025-02-18;Is er een taverne (in de buurt)?;Υπάρχει καμιά ταβέρνα (στην περιοχή);;zin;vraagzin;converseren
1094;2025-02-18;Is er iemand die … ?;Υπάρχει κάποιος που … ;;zin;vraagzin;converseren, uitdrukkingen
1095;2025-02-18;Is er een apotheek (in de buurt)?;Υπάρχει κανένα φαρμακείο;;zin;vraagzin;converseren
1096;2025-02-18;wij zijn in de Overwinningsstraat;είμαστε στην οδό Νίκης;zin;;geografie, cultuur
1097;2025-02-18;laan， boulevard;(η) λεωφόρος;znw.;;geografie, cultuur
1098;2025-02-18;op de Vredes-Avenue;στην λεωφόρο Ειρήνης;zin;;geografie, cultuur
1099;2025-02-18;de weg wijzen/uitleggen;δείχνω/εξηγώ το δρόμο;zin;;geografie, cultuur
1100;2025-02-18;Waar is …, alstublieft?;Παρακαλώ, που είναι … ;;zin;vraagzin;geografie, cultuur
1101;2025-02-18;twee of drie hoeken;δύο-τρία τετράγωνα;znw. groep;;hoeveelheden, meten
1102;2025-02-18;na;μετά;vz.;;
1103;2025-02-18;Ga recht naar beneden!;Πηγαίνετε ευθεία κάτω!;zin;;reizen, routines
1104;2025-02-18;en op de tweede weg;και στον δεύτερο δρόμο;zin;;reizen, routines
1105;2025-02-18;links/rechts afslaan;στρίβετε αριστερά/δεξιά;ww. groep;;reizen, routines
1106;2025-02-18;Daar, tegenover het museum;Εκεί, απέναντι από το μουσείο;zin;;geografie, cultuur
1107;2025-02-18;-winkel， verkooppunt;-πωλείο;morfeem;znw. suffix;winkelen, routines
1108;2025-02-18;boekenwinkel;(το) βιβλιοπωλείο;znw.;;winkelen, routines
1109;2025-02-18;bloemenwinkel;(το) ανθοπωλείο - (τα) ανθοπωλεία;znw.;;winkelen, routines
1110;2025-02-18;naast;δίπλα από/σε + acc;vz.;;geografie, cultuur
1111;2025-02-18;tegenover;απέναντι από/σε + acc;vz.;;geografie, cultuur
1112;2025-02-18;tegenover de bakkerij;απέναντι στον φούρνο;zin;;geografie, cultuur
1113;2025-02-18;naast de herberg;δίπλα στην ταβέρνα;zin;;geografie, cultuur
1114;2025-02-18;tegenover de apotheek;απέναντι στο φαρμακείο;zin;;geografie, cultuur
1115;2025-02-18;naast de gek/dwaas;δίπλα στον τρελό/μουρλό;zin;;geografie, cultuur
1116;2025-02-18;naast de herberg;δίπλα από την ταβέρνα;zin;;geografie, cultuur
1117;2025-02-18;naast de apotheek;δίπλα από το φαρμακείο;zin;;geografie, cultuur
1118;2025-02-18;parkeerplaats;(το) πάρκινγκ;znw.;;reizen, routines
1119;2025-02-18;stomerij， droogkuis;(το) καθαριστήριο;znw.;;reizen, routines
1120;2025-02-18;loodgieter;(ο) υδραυλικός;znw.;;beroepen, maatschappij
1121;2025-02-18;pizzeria;(η) πιτσαρία;znw.;;voedsel, dingen
1122;2025-02-18;nationale bank;(η) εθνική τράπεζα;znw.;;
1123;2025-02-18;¹T-shirt ²hemdje;(το) φανελάκι;znw.;;kleding, behoeftes
1124;2025-02-18;ondergoed;(τα) εσώρουχα;znw.;;kleding, behoeftes
;;;ένα ζευγάρι παντόφλες;;;
;;;ένα ζευγάρι πέδιλα;;;
;;;(ο) σκούφος;;;
1125;2025-02-18, 2025-02-25;pantoffels;(οι) παντόφλες;znw.;;kleding, behoeftes
1126;2025-02-18, 2025-02-25;sandalen;(τα) πέδιλα;znw.;;kleding, behoeftes
1127;2025-02-18, 2025-02-25;korte broek;(το) σορτς;znw.;;kleding, behoeftes
1128;2025-02-18;panty;(το) καλσόν;znw.;;kleding, behoeftes
1129;2025-02-18;omhoog gaan;ανεβαίνω (επάνω);ww.;;reizen, routines
1130;2025-02-18;uitstappen;κατεβαίνω;ww.;;reizen, routines
1131;2025-02-18;draai;στρίβω;ww.;;reizen, routines
1132;2025-02-18;grommen;γκρινιάζω;ww.;;emoties, behoeftes
1133;2025-02-18;halthouden， een stop maken， stoppen (bus, trein);(ε)κάνω στάση;zin;;reizen, routines
1134;2025-02-18;omhoog;(ε)πάνω;bijw.;;
1135;2025-02-18;¹omlaag ²onderstaand;κάτω;bijw.;;
1136;2025-02-18;omdat;γιατί;vw.;;
;;;Αντίο!;;;
1137;2025-02-18;direct (bw.);ευθεία;bijw.;;
1138;2025-02-18;snel;γρήγορα;bijw.;;
1139;2025-02-18;hoek;(η) γωνία;znw.;;kleuren & vormen, dingen
1140;2025-02-18;plein;(το) τετράγωνο;znw.;;geografie, cultuur
;;;(το) σούπερ-μάρκετ;;;
1141;2025-02-18;supermarkt;(το) σουπερμάρκετ;znw.;;voedsel, dingen
1142;2025-02-18, 2025-04-01;blij;¹χαρούμενος -η -ο ²ευχαριστημένος -η -ο;bnw.;;emoties, behoeftes
1143;2025-02-18;moe;κουρασμένος -η -ο;bnw.;;emoties, behoeftes
1144;2025-02-18;binnenkomen;μπαίνω;ww.;;converseren
1145;2025-02-18;binnen gaan， binnenkomen;μπαίνω μέσα;ww. groep;;converseren
1146;2025-02-18;Ik lijk (veel) op een varken.;¹Χοίρο μοιάζω πολύ. ²Μοιάζω πολύ με γουρούνι.;zin;uitdr.;uitdrukkingen, converseren
1147;2025-02-18;veraf wonen;μένω μακριά;ww. groep;;wonen, routines
1148;2025-02-18;dan;τότε;bijw.;;
;;;Αλήθεια!;;;
1149;2025-02-18;meneer/mevrouw (aanspreekvorm, verkort);κυρ-， Κυρ-Ηλίας = κύριε Ηλίας， Κυρα-Μαρία = κυρία Μαρία;zin;;relaties, converseren
1150;2025-02-25;een paar schoenen;ένα ζευγάρι παπούτσια;znw. groep;;kleding, behoeftes
1151;2025-02-25;blouse;(η) μπλούζα;znw.;;kleding, behoeftes
1152;2025-02-04, 2025-02-25;zakje;(το) σακάκι;znw.;;kleding, behoeftes
1153;2025-02-25;jurken;(τα) φορέματα;znw.;;kleding, behoeftes
1154;2025-02-25;pak;(το) κοστούμι;znw.;;kleding, behoeftes
;;;(το) μαντήλι;;;
1155;2025-02-25;sportschoenen;(τα) αθλητικά παπούτσια;znw.;;kleding, behoeftes
1156;2025-02-04, 2025-02-25;jas;(το) παλτό;znw.;;kleding, behoeftes
1157;2025-02-25;laarzen;(οι) μπότες;znw.;;kleding, behoeftes
1158;2025-02-25;badpak;(το) μαγιό - (τα) μαγιό;znw.;;kleding, behoeftes
;;;(η) παντόφλα;;;
;;;(το) πέδιλο;;;
;;;Έχω μάθημα σε λίγο.;;;
;;;Πηγαίνετε ευθεία στην οδό Νίκος.;;;
;;;Βλέπετε το φαρμακείο δεξιά.;;;
;;;Εκεί στρίβετε αριστερά.;;;
;;;Πηγαίνετε ευθεία κάτω την οδό Αγίας Σοφίας.;;;
;;;Μετά από ένα τετράγωνο βλέπετε μια εκκλησία.;;;
;;;Δύο τετράγωνα παρακάτω.;;;
;;;Υπάρχει κανένας φούρνος εδώ κοντά;;;;
1159;2025-02-25;Roodkapje;η Κοκκινοσκουφίτσα;eigennaam;;namen, cultuur
1160;2025-02-25;atletisch;αθλητικός -ή -ό;bnw.;;tijd, meten
1161;2025-02-25;alledaags;καθημερινός -ή -ό;bnw.;;
1162;2025-02-25;zomers;καλοκαιρινός -ή -ό;bnw.;;kalender, meten
1163;2025-02-25;avondlijk;βραδινός -ή -ό;bnw.;;kalender, meten
1164;2025-02-25;modern;μοντέρνος -α -ο;bnw.;;
1165;2025-02-25;klassiek;κλασικός -ή -ό;bnw.;;
1166;2025-02-25;smal;στενός -ή -ό;bnw.;;
1167;2025-02-25;bijvoeglijk naamwoord;(το) επίθετο - (τα) επίθετα;znw.;;grammatica
1168;2025-02-25;hakken;(οι) γόβες;znw.;;kleding, behoeftes
1169;2025-02-25, 2025-03-11;schoon， proper;καθαρός -ή -ό;bnw.;;
1170;2025-02-25, 2025-03-11;vuil;βρώμικος -η -ο;bnw.;;
1171;2025-02-25;dik;χοντρός -ή -ό;bnw.;;
1172;2025-02-25;dun;λεπτός -ή -ό;bnw.;;
1173;2025-02-25;een witte wijn;ένα λευκό/άσπρο κρασί;znw. groep;;voedsel, dingen
1174;2025-02-25;een rode wijn;ένα μαύρο/κόκκινο κρασί;znw. groep;;voedsel, dingen
