ID	Συχνότητα (Frequency)	‰	CEF level	Λήμμα (Lemma)	Πολυλεκτικό σύνολο (MWE)	Μέρος του Λόγου (Part of speech)	Μετάφραση (Translation)	Σχόλια μεταφραστή (Translator's comments)			
4020	1089	0,018956719	C1	ελαφρύς		Επίθετο					
	0	0	C2	ελαφρώς		Επίρρημα					
	0	0	C2	ελάχιστα		Επίρρημα					
	0	0	C2	ελαχιστοποιώ		Ρήμα					
967	6377	0,111007341	A1	ελάχιστος		Επίθετο					
4688	867	0,015092264	C1	Ελβετία		Ουσιαστικό					
	0	0	C2	ελβετικός		Επίθετο					
4249	1013	0,017633752	C1	ελεγκτής		Ουσιαστικό					
1603	3653	0,077723404	A2	ελεγκτικός		Επίθετο					
4048	1080	0,018800052	C1	ελεγχόμενος		Επίθετο					
370	15131	0,263392204	A1	έλεγχος		Ουσιαστικό					
819	7448	0,129650726	A1	ελέγχω		Ρήμα					
	0	0	C2	ελεεινός		Επίθετο					
2417	2131	0,037095287	B1	έλεος		Ουσιαστικό					
2598	1954	0,034014167	B1	ελεύθερα		Επίρρημα					
794	7682	0,13372407	A1	ελευθερία		Ουσιαστικό					
368	15229	0,265098134	A1	ελεύθερος	ελεύθερος χρόνος	Επίθετο, Έκφραση					
3940	1116	0,01942672	C1	ελευθερώνω		Ρήμα					
	0	0	C2	ελευθέρωση		Ουσιαστικό					
	0	0	C2	ελέφαντας		Ουσιαστικό					
2388	2161	0,037617511	B1	ελιά		Ουσιαστικό					
	0	0	C2	ελιγμός		Ουσιαστικό					
4560	909	0,015823377	C1	ελικόπτερο		Ουσιαστικό					
3627	1244	0,021654874	B2	ελίτ		Ουσιαστικό					
4669	877	0,015266338	C1	ελκυστικός		Επίθετο					
5921	0	0	C2	έλκω		Ρήμα					
100	38969	0,678351119	A1	Ελλάδα		Ουσιαστικό					
3581	1266	0,022037838	B2	έλλειμμα		Ουσιαστικό					
986	6239	0,108605113	A2	έλλειψη		Ουσιαστικό					
197	23685	0,412295575	A1	Έλληνας		Ουσιαστικό					
4445	940	0,016363008	C1	Ελληνίδα		Ουσιαστικό					
70	59093	1,028658746	A1	ελληνικός		Επίθετο					
5297	648	0,013787234	C2	ελλιπής		Επίθετο					
4525	917	0,015962636	C1	έλξη		Ουσιαστικό					
1156	5277	0,091859141	A2	ελπίδα		Ουσιαστικό					
740	8165	0,142131871	A1	ελπίζω		Ρήμα					
4187	1033	0,017981901	C1	εμβόλιο		Ουσιαστικό					
	0	0	C2	εμβριθής		Επίθετο					
3917	1128	0,019635609	B2	έμβρυο		Ουσιαστικό					
	0	0	C2	εμείς		Αντωνυμία					
3575	1272	0,022142283	B2	έμμεσα		Επίρρημα					
4186	1033	0,017981901	C1	έμμεσος		Επίθετο					
515	11558	0,201195366	A1	εμπειρία		Ουσιαστικό					
4277	1004	0,017477085	C1	εμπειρικός		Επίθετο					
3107	1536	0,032680851	B2	εμπειρογνώμονας		Ουσιαστικό					
3042	1573	0,027381927	B2	έμπειρος		Επίθετο					
2684	1860	0,032377867	B1	εμπιστεύομαι		Ρήμα					
	0	0	C2	εμπιστευτικός		Επίθετο					
2010	2703	0,047052351	B1	εμπιστοσύνη		Ουσιαστικό					
2791	1755	0,030550084	B1	εμπλέκω		Ρήμα					
4701	864	0,015040041	C1	εμπλοκή		Ουσιαστικό					
4119	1059	0,018434495	C1	εμπλουτίζω		Ρήμα					
3097	1543	0,026859703	B2	έμπνευση		Ουσιαστικό					
3246	1448	0,025205995	B2	εμπνέω		Ρήμα					
1717	3353	0,058367197	A2	εμποδίζω		Ρήμα					
2409	2136	0,037182324	B1	εμπόδιο		Ουσιαστικό					
2865	1703	0,029644896	B1	εμπόρευμα		Ουσιαστικό					
4638	882	0,015353375	C1	εμπορεύομαι		Ρήμα					
4202	1027	0,017877456	C1	εμπορία		Ουσιαστικό					
892	6853	0,11929329	A1	εμπορικός		Επίθετο					
1509	3951	0,068776855	A2	εμπόριο		Ουσιαστικό					
2858	1707	0,029714526	B1	έμπορος		Ουσιαστικό					
5298	647	0,015873419	C2	εμπρηστής		Ουσιαστικό					
1702	3389	0,058993865	A2	εμπρός		Επίθετο					
2922	1656	0,028826746	B2	εμφανής		Επίθετο					
5912	0	0	C2	εμφανίζομαι		Ρήμα					
394	14376	0,250249575	A1	εμφανίζω		Ρήμα					
606	10102	0,175850112	A1	εμφάνιση		Ουσιαστικό					
	0	0	C2	εμφανώς		Επίρρημα					
2414	2133	0,037130102	B1	έμφαση		Ουσιαστικό					
	0	0	C2	εμφιαλωμένος		Επίθετο					
3081	1550	0,026981555	B2	εμφύλιος		Επίθετο					
5643	0	0	C2	εμφύλιος 	εμφύλιος πόλεμος	Επίθετο, Έκφραση					
	0	0	C2	εμψυχώνω		Ρήμα					
	0	0	C2	εν 	εν αναμονή, εν τούτοις	Πρόθεση, Έκφραση					
	0	0	C2	εναέριος		Επίθετο					
5147	755	0,013142629	C2	εναλλαγή		Ουσιαστικό					
	0	0	C2	εναλλακτικά		Επίρρημα					
1669	3476	0,060508314	A2	εναλλακτικός		Επίθετο					
	0	0	C2	εναλλάσσω		Ρήμα					
1616	3618	0,062980173	A2	έναντι		Επίρρημα					
1197	5088	0,088569132	A2	ενάντια		Επίρρημα					
5884	0	0	C2	ενάντια 	ενάντια σε	Επίθετο, Έκφραση					
837	7270	0,126552199	A1	εναντίον		Πρόθεση					
4276	1004	0,017477085	C1	ενάντιος		Επίθετο					
	0	0	C2	εναντιώνομαι		Ρήμα					
	0	0	C2	εναπομένων		Μετοχή					
4784	840	0,01787234	C1	εναρμονίζω		Ρήμα					
1273	4719	0,082145781	A2	έναρξη		Ουσιαστικό					
10	605389	10,53828186	A1	ένας		Άρθρο					
4409	954	0,016606712	C1	ενασχόληση		Ουσιαστικό					
	0	0	C2	ένατος		Αριθμητικό					
	0	0	C2	ενδεδειγμένος		Επίθετο					
4387	961	0,016728564	C1	ενδεικτικά		Επίρρημα					
3875	1140	0,019844499	B2	ενδεικτικός		Επίθετο					
1550	3831	0,066687961	A2	ένδειξη		Ουσιαστικό					
5989	0	0	C2	ενδέκατος		Αριθμητικό					
3952	1111	0,019339683	C1	ενδέχεται		Ρήμα					
2823	1735	0,030201935	B1	ενδεχόμενο		Ουσιαστικό					
4488	930	0,016188933	C1	ενδεχόμενος		Επίθετο					
2692	1848	0,032168977	B1	ενδεχομένως		Επίρρημα					
2981	1616	0,028130447	B2	ενδιάμεσος		Επίθετο					
	0	0	C2	ενδιαφέρομαι		Ρήμα					
2072	2606	0,045363828	B1	ενδιαφερόμενος		Επίθετο					
626	9689	0,168660833	A1	ενδιαφέρον		Ουσιαστικό					
687	8699	0,151427452	A1	ενδιαφέρω		Ρήμα					
1226	4933	0,085870976	A2	ενδιαφέρων		Επίθετο					
	0	0	C2	ενδόμυχος		Επίθετο					
4687	867	0,015092264	C1	ένδοξος		Επίθετο					
3947	1113	0,019374498	C1	ένδυμα		Ουσιαστικό					
	0	0	C2	ενδυναμώνω		Ρήμα					
	0	0	C2	ένδυση		Ουσιαστικό					
	0	0	C2	ενενηκοστός		Αριθμητικό					
	0	0	C2	ενενήντα		Αριθμητικό					
5274	656	0,013957447	C2	ενεργά		Επίρρημα					
363	15459	0,269101849	A1	ενέργεια		Ουσιαστικό					
2019	2692	0,046860869	B1	ενεργειακός		Επίθετο					
3840	1149	0,020001166	B2	ενεργητικός		Επίθετο					
4530	916	0,015945229	C1	ενεργοποίηση		Ουσιαστικό					
5262	665	0,014148936	C2	ενεργοποιούμαι		Ρήμα					
2854	1709	0,029749341	B1	ενεργοποιώ		Ρήμα					
1597	3686	0,06416388	A2	ενεργός		Επίθετο					
2710	1833	0,031907865	B1	ενεργώ		Ρήμα					
5452	512	0,010893617	C2	ένεση		Ουσιαστικό					
2752	1796	0,031263789	B1	ενήλικας		Ουσιαστικό					
4608	892	0,01552745	C1	ενήλικος		Ουσιαστικό					
	0	0	C2	ενημερωμένος		Μετοχή, Επίθετο					
2062	2633	0,056021277	B1	ενημερώνομαι		Ρήμα					
827	7357	0,128066647	A1	ενημερώνω		Ρήμα					
835	7293	0,12695257	A1	ενημέρωση		Ουσιαστικό					
3196	1472	0,025623774	B2	ενημερωτικός	ενημερωτικό δελτίο	Επίθετο, Έκφραση					
5614	0	0	C2	ενθάρρυνση		Ουσιαστικό					
3305	1420	0,024718586	B2	ενθαρρύνω		Ρήμα					
4055	1079	0,018782644	C1	ενθουσιάζω		Ρήμα					
3629	1241	0,021602652	B2	ενθουσιασμός		Ουσιαστικό					
	0	0	C2	ενθουσιώδης		Επίθετο					
2966	1623	0,034531915	B2	ενιαία		Επίρρημα					
1657	3501	0,0609435	A2	ενιαίος		Επίθετο					
	0	0	C2	ενικός		Επίθετο, Ουσιαστικό					
4184	1034	0,017999309	C1	ενίοτε		Επίρρημα					
1411	4240	0,07380761	A2	ενίσχυση		Ουσιαστικό					
1303	4588	0,079865404	A2	ενισχύω		Ρήμα					
2987	1612	0,028060818	B2	εννέα, εννιά		Αριθμητικό					
546	11129	0,193727568	A1	έννοια		Ουσιαστικό					
	0	0	C2	έννομος		Επίθετο					
662	9137	0,159051918	A1	εννοώ		Ρήμα					
5198	742	0,012916332	C2	ενοικιαζόμενος		Επίθετο					
5693	0	0	C2	ενοικιάζω		Ρήμα					
3544	1287	0,022403395	B2	ενοικίαση		Ουσιαστικό					
	0	0	C2	ενοικιαστής		Ουσιαστικό					
	0	0	C2	ενοικιάστρια		Ουσιαστικό					
4498	926	0,019702128	C1	ενοίκιο		Ουσιαστικό					
5664	0	0	C2	ένοικος		Ουσιαστικό					
2476	2063	0,03591158	B1	ένοπλος		Επίθετο					
3093	1545	0,03287234	B2	ενοποίηση		Ουσιαστικό					
5416	539	0,01322376	C2	ενοποιώ		Ρήμα					
	0	0	C2	ενορία		Ουσιαστικό					
	0	0	C2	ενόσω		Ρήμα					
1128	5394	0,093895813	A2	ενότητα		Ουσιαστικό					
3572	1272	0,022142283	B2	ενοχή		Ουσιαστικό					
	0	0	C2	ενοχλημένος		Επίθετο					
	0	0	C2	ενόχληση		Ουσιαστικό					
4592	898	0,015631895	C1	ενοχλητικός		Επίθετο					
1645	3527	0,061396094	A2	ενοχλώ		Ρήμα					
3894	1134	0,019740054	B2	ένοχος		Επίθετο					
3985	1100	0,019148201	C1	ένσταση		Ουσιαστικό					
3872	1140	0,019844499	B2	ένστικτο		Ουσιαστικό					
	0	0	C2	ενσωματωμένος		Επίθετο					
2122	2515	0,04377975	B1	ενσωματώνω		Ρήμα					
4367	969	0,016867824	C1	ενσωμάτωση		Ουσιαστικό					
2501	2043	0,043468085	B1	ένταλμα		Ουσιαστικό					
1915	2908	0,05062088	A2	εντάξει		Επίρρημα					
1017	6075	0,10575029	A2	ένταξη		Ουσιαστικό					
1578	3752	0,065312772	A2	ένταση		Ουσιαστικό					
1721	3348	0,05828016	A2	εντάσσω		Ρήμα					
	0	0	C2	εντατικά		Επίρρημα					
4292	999	0,017390048	C1	εντατικός		Επίθετο					
3505	1307	0,027808511	B2	εντείνω		Ρήμα					
	0	0	C2	έντεκα		Αριθμητικό					
905	6806	0,11847514	A1	εντελώς		Επίρρημα					
3215	1463	0,025467107	B2	έντερο		Ουσιαστικό					
	0	0	C2	έντιμα		Επίρρημα					
5344	620	0,013191489	C2	έντιμος		Επίθετο					
1241	4874	0,084843936	A2	εντολή		Ουσιαστικό					
4131	1055	0,018364865	C1	έντομο		Ουσιαστικό					
2267	2307	0,040158999	B1	έντονα		Επίρρημα					
979	6291	0,1095103	A2	έντονος		Επίθετο					
1555	3801	0,066165737	A2	εντοπίζω		Ρήμα					
4936	803	0,013978186	C2	εντοπισμός		Ουσιαστικό					
913	6775	0,117935509	A1	εντός		Επίρρημα					
2696	1845	0,032116755	B1	εντούτοις		Επίρρημα					
1937	2865	0,049872359	A2	έντυπο		Ουσιαστικό					
2140	2492	0,053021277	B1	έντυπος		Επίθετο					
1084	5617	0,097777675	A2	εντύπωση		Ουσιαστικό					
3175	1493	0,025989331	B2	εντυπωσιάζω		Ρήμα					
4991	790	0,016808511	C2	εντυπωσιακά		Επίρρημα					
2100	2542	0,044249751	B1	εντυπωσιακός		Επίθετο					
2406	2138	0,037217139	B1	ενυδρείο		Ουσιαστικό					
89	42940	0,747476124	A1	ενώ		Σύνδεσμος					
	0	0	C2	ενωμένος		Μετοχή					
1272	4721	0,082180596	A2	ενώνω		Ρήμα					
2513	2023	0,035215282	B1	ενώπιον		Πρόθεση					
427	13248	0,230613966	A1	ένωση		Ουσιαστικό					
	0	0	C2	εξ ονόματος		Έκφραση 					
3711	1201	0,025553191	B2	εξαγγελία		Ουσιαστικό					
3440	1337	0,028446809	B2	εξαγγέλλω		Ρήμα					
5466	508	0,010808511	C2	εξαγοράζω		Ρήμα					
4313	990	0,017233381	C1	εξάγω		Ρήμα					
2665	1879	0,032708608	B1	εξαγωγή		Ουσιαστικό					
1695	3404	0,059254977	A2	εξαίρεση		Ουσιαστικό					
1483	4014	0,069873525	A2	εξαιρετικά		Επίρρημα					
1362	4378	0,076209839	A2	εξαιρετικός		Επίθετο					
	0	0	C2	εξαίρετος		Επίθετο					
3881	1138	0,019809684	B2	εξαιρώ		Ρήμα					
1874	3023	0,052622737	A2	εξαιτίας		Πρόθεση					
	0	0	C2	εξακολούθηση		Ουσιαστικό					
5615	0	0	C2	εξακολουθητικός		Επίθετο					
1450	4079	0,07100501	A2	εξακολουθώ		Ρήμα					
5734	0	0	C2	εξακριβώνω		Ρήμα					
4640	881	0,015335968	C1	εξαλείφω		Ρήμα					
6008	0	0	C2	έξαλλος		Επίθετο					
1993	2739	0,04767902	B1	εξάλλου		Επίρρημα					
1852	3075	0,053527925	A2	εξάμηνο		Ουσιαστικό					
2420	2130	0,045319149	B1	εξάμηνος		Επίθετο					
	0	0	C2	εξαναγκάζω		Ρήμα					
	0	0	C2	εξαναγκασμός		Ουσιαστικό					
	0	0	C2	εξαντλητικός		Επίθετο					
3158	1505	0,02619822	B2	εξαντλώ		Ρήμα					
5592	0	0	C2	εξαπάτηση		Ουσιαστικό					
	0	0	C2	εξαπατώ		Ρήμα					
4303	994	0,01730301	C1	εξάπλωση		Ουσιαστικό					
4737	853	0,018148936	C1	εξαπολύω		Ρήμα					
3263	1437	0,025014513	B2	εξάρτημα		Ουσιαστικό					
	0	0	C2	εξαρτημένος		Μετοχή					
2969	1623	0,0282523	B2	εξάρτηση		Ουσιαστικό					
1146	5307	0,092381364	A2	εξαρτώ		Ρήμα					
	0	0	C2	εξαρτώμαι		Ρήμα					
	0	0	C2	εξασθενίζω		Ρήμα					
	0	0	C2	εξασθενώ		Ρήμα					
4507	923	0,016067081	C1	εξάσκηση		Ουσιαστικό					
	0	0	C2	εξασκούμαι		Ρήμα					
4971	795	0,013838927	C2	εξασκώ		Ρήμα					
1024	6038	0,105106214	A2	εξασφαλίζω		Ρήμα					
4107	1062	0,018486717	C1	εξασφάλιση		Ουσιαστικό					
	0	0	C2	εξαφανίζομαι		Ρήμα					
1634	3569	0,062127207	A2	εξαφανίζω		Ρήμα					
4049	1080	0,018800052	C1	εξαφάνιση		Ουσιαστικό					
	0	0	C2	έξαψη		Ουσιαστικό					
3469	1326	0,023082286	B2	εξέγερση		Ουσιαστικό					
	0	0	C2	εξειδικευμένος		Μετοχή					
2306	2259	0,039323441	B1	εξειδικεύω		Ρήμα					
5099	766	0,013334111	C2	εξελικτικός		Επίθετο					
559	10912	0,18995015	A1	εξέλιξη		Ουσιαστικό					
	0	0	C2	εξελίσσομαι		Ρήμα					
1672	3463	0,060282017	A2	εξελίσσω		Ρήμα					
	0	0	C2	εξερευνητής		Ουσιαστικό					
	0	0	C2	εξερευνώ		Ρήμα					
	0	0	C2	εξέρχομαι		Ρήμα					
	0	0	C2	εξετάζομαι		Ρήμα					
970	6348	0,110502525	A2	εξετάζω		Ρήμα					
	0	0	C2	εξετάσεις		Ουσιαστικό					
678	8816	0,153464124	A1	εξέταση		Ουσιαστικό					
3800	1166	0,020297093	B2	εξεταστικός		Επίθετο					
4590	898	0,019106383	C1	εξεύρεση		Ουσιαστικό					
2006	2709	0,047156796	B1	εξήγηση		Ουσιαστικό					
722	8364	0,145595955	A1	εξηγώ		Ρήμα					
